Simulation,Beta_flu,Beta_mrsa,Delta,Initial_infected_flu,Initial_infected_mrsa,Contact Number,Day,S,I_flu,I_mrsa,I_both,I_mrsa_R_flu,S_mrsa_R_flu
14,0.3,0.05,0.6,2,2,10,2,7,32,1,10,0,1
14,0.3,0.05,0.6,2,2,10,3,0,34,1,14,1,1
14,0.3,0.05,0.6,2,2,10,4,0,30,1,17,1,2
14,0.3,0.05,0.6,2,2,10,5,0,25,1,17,1,7
14,0.3,0.05,0.6,2,2,10,6,0,17,1,19,2,12
14,0.3,0.05,0.6,2,2,10,7,0,17,1,19,2,12
14,0.3,0.05,0.6,2,2,10,8,0,17,1,19,6,8
14,0.3,0.05,0.6,2,2,10,9,0,15,1,21,7,7
14,0.3,0.05,0.6,2,2,10,10,0,11,1,23,7,9
14,0.3,0.05,0.6,2,2,10,11,0,7,1,26,8,9
14,0.3,0.05,0.6,2,2,10,12,0,5,1,28,8,9
14,0.3,0.05,0.6,2,2,10,13,0,2,1,30,8,10
14,0.3,0.05,0.6,2,2,10,14,0,1,1,30,8,11
14,0.3,0.05,0.6,2,2,10,15,0,1,1,30,10,9
14,0.3,0.05,0.6,2,2,10,16,0,0,1,30,11,9
14,0.3,0.05,0.6,2,2,10,17,0,0,1,29,12,9
14,0.3,0.05,0.6,2,2,10,18,0,0,1,29,12,9
14,0.3,0.05,0.6,2,2,10,19,0,0,1,28,13,9
14,0.3,0.05,0.6,2,2,10,20,0,0,1,28,14,8
14,0.3,0.05,0.6,2,2,10,21,0,0,1,28,14,8
14,0.3,0.05,0.6,2,2,10,22,0,0,1,28,14,8
14,0.3,0.05,0.6,2,2,10,23,0,0,0,29,13,9
14,0.3,0.05,0.6,2,2,10,24,0,0,0,29,14,8
14,0.3,0.05,0.6,2,2,10,25,0,0,0,27,15,9
14,0.3,0.05,0.6,2,2,10,26,0,0,0,27,17,7
14,0.3,0.05,0.6,2,2,10,27,0,0,0,27,17,7
14,0.3,0.05,0.6,2,2,10,28,0,0,0,27,17,7
14,0.3,0.05,0.6,2,2,10,29,0,0,0,27,17,7
14,0.3,0.05,0.6,2,2,10,30,0,0,0,27,17,7
15,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
15,0.3,0.05,0.6,2,2,10,1,28,19,1,3,0,0
15,0.3,0.05,0.6,2,2,10,2,8,31,1,9,0,2
15,0.3,0.05,0.6,2,2,10,3,0,32,1,13,1,4
15,0.3,0.05,0.6,2,2,10,4,0,26,1,16,1,7
15,0.3,0.05,0.6,2,2,10,5,0,24,1,18,1,7
15,0.3,0.05,0.6,2,2,10,6,0,21,1,21,3,5
15,0.3,0.05,0.6,2,2,10,7,0,21,1,20,3,6
15,0.3,0.05,0.6,2,2,10,8,0,20,1,21,4,5
15,0.3,0.05,0.6,2,2,10,9,0,19,1,21,5,5
15,0.3,0.05,0.6,2,2,10,10,0,15,1,22,7,6
15,0.3,0.05,0.6,2,2,10,11,0,11,1,24,8,7
15,0.3,0.05,0.6,2,2,10,12,0,7,1,26,9,8
15,0.3,0.05,0.6,2,2,10,13,0,7,1,26,10,7
15,0.3,0.05,0.6,2,2,10,14,0,7,1,26,10,7
15,0.3,0.05,0.6,2,2,10,15,0,5,1,28,11,6
15,0.3,0.05,0.6,2,2,10,16,0,3,1,29,12,6
15,0.3,0.05,0.6,2,2,10,17,0,3,1,29,12,6
15,0.3,0.05,0.6,2,2,10,18,0,3,1,29,13,5
15,0.3,0.05,0.6,2,2,10,19,0,3,0,29,13,6
15,0.3,0.05,0.6,2,2,10,20,0,3,0,28,12,8
15,0.3,0.05,0.6,2,2,10,21,0,3,0,28,12,8
15,0.3,0.05,0.6,2,2,10,22,0,3,0,28,12,8
15,0.3,0.05,0.6,2,2,10,23,0,2,0,28,12,9
15,0.3,0.05,0.6,2,2,10,24,0,2,0,28,12,9
15,0.3,0.05,0.6,2,2,10,25,0,2,0,27,12,10
15,0.3,0.05,0.6,2,2,10,26,0,2,0,27,13,9
15,0.3,0.05,0.6,2,2,10,27,0,2,0,26,12,11
15,0.3,0.05,0.6,2,2,10,28,0,2,0,26,12,11
15,0.3,0.05,0.6,2,2,10,29,0,2,0,26,13,10
15,0.3,0.05,0.6,2,2,10,30,0,2,0,26,13,10
16,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
16,0.3,0.05,0.6,2,2,10,1,28,15,1,7,0,0
16,0.3,0.05,0.6,2,2,10,2,8,30,1,9,0,3
16,0.3,0.05,0.6,2,2,10,3,0,33,1,12,2,3
16,0.3,0.05,0.6,2,2,10,4,0,28,1,14,3,5
16,0.3,0.05,0.6,2,2,10,5,0,26,1,15,4,5
16,0.3,0.05,0.6,2,2,10,6,0,16,1,23,5,6
16,0.3,0.05,0.6,2,2,10,7,0,15,1,23,5,7
16,0.3,0.05,0.6,2,2,10,8,0,11,1,27,5,7
16,0.3,0.05,0.6,2,2,10,9,0,9,1,29,5,7
16,0.3,0.05,0.6,2,2,10,10,0,7,1,31,5,7
16,0.3,0.05,0.6,2,2,10,11,0,5,1,33,5,7
16,0.3,0.05,0.6,2,2,10,12,0,4,1,34,6,6
16,0.3,0.05,0.6,2,2,10,13,0,3,1,33,6,8
16,0.3,0.05,0.6,2,2,10,14,0,3,1,33,6,8
16,0.3,0.05,0.6,2,2,10,15,0,2,1,34,7,7
16,0.3,0.05,0.6,2,2,10,16,0,1,1,34,7,8
16,0.3,0.05,0.6,2,2,10,17,0,1,1,34,7,8
16,0.3,0.05,0.6,2,2,10,18,0,1,1,33,7,9
16,0.3,0.05,0.6,2,2,10,19,0,1,1,33,8,8
16,0.3,0.05,0.6,2,2,10,20,0,1,1,33,8,8
16,0.3,0.05,0.6,2,2,10,21,0,1,1,33,8,8
16,0.3,0.05,0.6,2,2,10,22,0,1,1,33,9,7
16,0.3,0.05,0.6,2,2,10,23,0,2,0,32,8,9
16,0.3,0.05,0.6,2,2,10,24,0,2,0,32,9,8
16,0.3,0.05,0.6,2,2,10,25,0,1,0,32,10,8
16,0.3,0.05,0.6,2,2,10,26,0,1,0,32,10,8
16,0.3,0.05,0.6,2,2,10,27,0,0,0,30,10,11
16,0.3,0.05,0.6,2,2,10,28,0,0,0,28,10,13
16,0.3,0.05,0.6,2,2,10,29,0,0,0,28,11,12
16,0.3,0.05,0.6,2,2,10,30,0,0,0,28,11,12
17,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
17,0.3,0.05,0.6,2,2,10,1,27,17,2,5,0,0
17,0.3,0.05,0.6,2,2,10,2,7,27,2,13,0,2
17,0.3,0.05,0.6,2,2,10,3,0,26,1,20,1,3
17,0.3,0.05,0.6,2,2,10,4,0,18,1,25,2,5
17,0.3,0.05,0.6,2,2,10,5,0,14,1,28,2,6
17,0.3,0.05,0.6,2,2,10,6,0,10,1,30,5,5
17,0.3,0.05,0.6,2,2,10,7,0,9,1,29,5,7
17,0.3,0.05,0.6,2,2,10,8,0,8,1,30,6,6
17,0.3,0.05,0.6,2,2,10,9,0,5,1,32,7,6
17,0.3,0.05,0.6,2,2,10,10,0,4,1,32,9,5
17,0.3,0.05,0.6,2,2,10,11,0,2,1,32,9,7
17,0.3,0.05,0.6,2,2,10,12,0,2,1,32,9,7
17,0.3,0.05,0.6,2,2,10,13,0,1,1,32,9,8
17,0.3,0.05,0.6,2,2,10,14,0,1,1,32,9,8
17,0.3,0.05,0.6,2,2,10,15,0,1,1,32,10,7
17,0.3,0.05,0.6,2,2,10,16,0,1,1,32,11,6
17,0.3,0.05,0.6,2,2,10,17,0,1,1,30,10,9
17,0.3,0.05,0.6,2,2,10,18,0,1,1,30,12,7
17,0.3,0.05,0.6,2,2,10,19,0,1,1,30,11,8
17,0.3,0.05,0.6,2,2,10,20,0,1,1,29,12,8
17,0.3,0.05,0.6,2,2,10,21,0,1,1,29,12,8
17,0.3,0.05,0.6,2,2,10,22,0,1,1,29,12,8
17,0.3,0.05,0.6,2,2,10,23,0,1,1,29,12,8
17,0.3,0.05,0.6,2,2,10,24,0,1,1,29,13,7
17,0.3,0.05,0.6,2,2,10,25,0,1,1,29,13,7
17,0.3,0.05,0.6,2,2,10,26,0,1,1,28,13,8
17,0.3,0.05,0.6,2,2,10,27,0,1,1,28,13,8
17,0.3,0.05,0.6,2,2,10,28,0,0,1,28,11,11
17,0.3,0.05,0.6,2,2,10,29,0,0,1,28,11,11
17,0.3,0.05,0.6,2,2,10,30,0,0,1,28,13,9
18,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
18,0.3,0.05,0.6,2,2,10,1,26,18,2,5,0,0
18,0.3,0.05,0.6,2,2,10,2,6,29,2,12,0,2
18,0.3,0.05,0.6,2,2,10,3,2,24,2,17,0,6
18,0.3,0.05,0.6,2,2,10,4,2,21,2,17,1,8
18,0.3,0.05,0.6,2,2,10,5,0,17,1,21,1,11
18,0.3,0.05,0.6,2,2,10,6,0,15,0,24,1,11
18,0.3,0.05,0.6,2,2,10,7,0,14,0,24,1,12
18,0.3,0.05,0.6,2,2,10,8,0,14,0,24,3,10
18,0.3,0.05,0.6,2,2,10,9,0,10,0,27,3,11
18,0.3,0.05,0.6,2,2,10,10,0,10,0,27,3,11
18,0.3,0.05,0.6,2,2,10,11,0,7,0,28,3,13
18,0.3,0.05,0.6,2,2,10,12,0,7,0,28,5,11
18,0.3,0.05,0.6,2,2,10,13,0,5,0,29,5,12
18,0.3,0.05,0.6,2,2,10,14,0,4,0,29,5,13
18,0.3,0.05,0.6,2,2,10,15,0,3,0,30,6,12
18,0.3,0.05,0.6,2,2,10,16,0,2,0,30,7,12
18,0.3,0.05,0.6,2,2,10,17,0,0,0,31,7,13
18,0.3,0.05,0.6,2,2,10,18,0,0,0,30,7,14
18,0.3,0.05,0.6,2,2,10,19,0,0,0,29,8,14
18,0.3,0.05,0.6,2,2,10,20,0,0,0,29,8,14
18,0.3,0.05,0.6,2,2,10,21,0,0,0,28,8,15
18,0.3,0.05,0.6,2,2,10,22,0,0,0,28,8,15
18,0.3,0.05,0.6,2,2,10,23,0,0,0,28,9,14
18,0.3,0.05,0.6,2,2,10,24,0,0,0,28,10,13
18,0.3,0.05,0.6,2,2,10,25,0,0,0,27,10,14
18,0.3,0.05,0.6,2,2,10,26,0,0,0,27,12,12
18,0.3,0.05,0.6,2,2,10,27,0,0,0,26,12,13
18,0.3,0.05,0.6,2,2,10,28,0,0,0,26,12,13
18,0.3,0.05,0.6,2,2,10,29,0,0,0,26,13,12
18,0.3,0.05,0.6,2,2,10,30,0,0,0,26,13,12
19,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
19,0.3,0.05,0.6,2,2,10,1,27,15,2,7,0,0
19,0.3,0.05,0.6,2,2,10,2,7,25,2,15,0,2
19,0.3,0.05,0.6,2,2,10,3,0,28,1,19,1,2
19,0.3,0.05,0.6,2,2,10,4,0,25,1,19,1,5
19,0.3,0.05,0.6,2,2,10,5,0,19,1,21,1,9
19,0.3,0.05,0.6,2,2,10,6,0,12,1,25,3,10
19,0.3,0.05,0.6,2,2,10,7,0,11,1,24,3,12
19,0.3,0.05,0.6,2,2,10,8,0,10,1,25,4,11
19,0.3,0.05,0.6,2,2,10,9,0,8,1,24,5,13
19,0.3,0.05,0.6,2,2,10,10,0,7,1,24,6,13
19,0.3,0.05,0.6,2,2,10,11,0,7,0,25,7,12
19,0.3,0.05,0.6,2,2,10,12,0,6,0,25,8,12
19,0.3,0.05,0.6,2,2,10,13,0,5,0,25,11,10
19,0.3,0.05,0.6,2,2,10,14,0,4,0,25,11,11
19,0.3,0.05,0.6,2,2,10,15,0,4,0,25,13,9
19,0.3,0.05,0.6,2,2,10,16,0,4,0,25,15,7
19,0.3,0.05,0.6,2,2,10,17,0,3,0,23,16,9
19,0.3,0.05,0.6,2,2,10,18,0,3,0,23,17,8
19,0.3,0.05,0.6,2,2,10,19,0,3,0,23,18,7
19,0.3,0.05,0.6,2,2,10,20,0,3,0,23,18,7
19,0.3,0.05,0.6,2,2,10,21,0,3,0,22,17,9
19,0.3,0.05,0.6,2,2,10,22,0,3,0,22,17,9
19,0.3,0.05,0.6,2,2,10,23,0,3,0,22,18,8
19,0.3,0.05,0.6,2,2,10,24,0,2,0,22,18,9
19,0.3,0.05,0.6,2,2,10,25,0,2,0,19,19,11
19,0.3,0.05,0.6,2,2,10,26,0,2,0,18,21,10
19,0.3,0.05,0.6,2,2,10,27,0,2,0,18,24,7
19,0.3,0.05,0.6,2,2,10,28,0,1,0,18,24,8
19,0.3,0.05,0.6,2,2,10,29,0,1,0,18,25,7
19,0.3,0.05,0.6,2,2,10,30,0,1,0,18,25,7
20,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
20,0.3,0.05,0.6,2,2,10,1,28,18,1,4,0,0
20,0.3,0.05,0.6,2,2,10,2,8,33,1,7,0,2
20,0.3,0.05,0.6,2,2,10,3,0,38,0,8,0,5
20,0.3,0.05,0.6,2,2,10,4,0,36,0,9,0,6
20,0.3,0.05,0.6,2,2,10,5,0,34,0,10,0,7
20,0.3,0.05,0.6,2,2,10,6,0,34,0,10,0,7
20,0.3,0.05,0.6,2,2,10,7,0,33,0,10,0,8
20,0.3,0.05,0.6,2,2,10,8,0,33,0,10,0,8
20,0.3,0.05,0.6,2,2,10,9,0,32,0,9,0,10
20,0.3,0.05,0.6,2,2,10,10,0,28,0,13,0,10
20,0.3,0.05,0.6,2,2,10,11,0,27,0,13,1,10
20,0.3,0.05,0.6,2,2,10,12,0,24,0,13,1,13
20,0.3,0.05,0.6,2,2,10,13,0,22,0,14,2,13
20,0.3,0.05,0.6,2,2,10,14,0,21,0,13,2,15
20,0.3,0.05,0.6,2,2,10,15,0,19,0,15,2,15
20,0.3,0.05,0.6,2,2,10,16,0,19,0,14,2,16
20,0.3,0.05,0.6,2,2,10,17,0,16,0,16,3,16
20,0.3,0.05,0.6,2,2,10,18,0,16,0,15,3,17
20,0.3,0.05,0.6,2,2,10,19,0,16,0,15,3,17
20,0.3,0.05,0.6,2,2,10,20,0,15,0,15,3,18
20,0.3,0.05,0.6,2,2,10,21,0,13,0,15,3,20
20,0.3,0.05,0.6,2,2,10,22,0,13,0,15,3,20
20,0.3,0.05,0.6,2,2,10,23,0,12,0,15,3,21
20,0.3,0.05,0.6,2,2,10,24,0,12,0,14,3,22
20,0.3,0.05,0.6,2,2,10,25,0,11,0,14,4,22
20,0.3,0.05,0.6,2,2,10,26,0,11,0,14,5,21
20,0.3,0.05,0.6,2,2,10,27,0,11,0,14,5,21
20,0.3,0.05,0.6,2,2,10,28,0,10,0,14,5,22
20,0.3,0.05,0.6,2,2,10,29,0,10,0,14,6,21
20,0.3,0.05,0.6,2,2,10,30,0,9,0,14,9,19
21,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
21,0.3,0.05,0.6,2,2,10,1,26,18,2,5,0,0
21,0.3,0.05,0.6,2,2,10,2,6,33,2,10,0,0
21,0.3,0.05,0.6,2,2,10,3,0,32,1,16,0,2
21,0.3,0.05,0.6,2,2,10,4,0,26,1,20,0,4
21,0.3,0.05,0.6,2,2,10,5,0,19,1,25,0,6
21,0.3,0.05,0.6,2,2,10,6,0,13,1,29,1,7
21,0.3,0.05,0.6,2,2,10,7,0,13,1,29,1,7
21,0.3,0.05,0.6,2,2,10,8,0,12,1,30,1,7
21,0.3,0.05,0.6,2,2,10,9,0,10,0,33,1,7
21,0.3,0.05,0.6,2,2,10,10,0,9,0,34,2,6
21,0.3,0.05,0.6,2,2,10,11,0,8,0,35,3,5
21,0.3,0.05,0.6,2,2,10,12,0,8,0,34,3,6
21,0.3,0.05,0.6,2,2,10,13,0,5,0,35,3,8
21,0.3,0.05,0.6,2,2,10,14,0,5,0,35,3,8
21,0.3,0.05,0.6,2,2,10,15,0,5,0,35,4,7
21,0.3,0.05,0.6,2,2,10,16,0,3,0,36,4,8
21,0.3,0.05,0.6,2,2,10,17,0,3,0,36,5,7
21,0.3,0.05,0.6,2,2,10,18,0,2,0,36,5,8
21,0.3,0.05,0.6,2,2,10,19,0,1,0,36,5,9
21,0.3,0.05,0.6,2,2,10,20,0,1,0,35,5,10
21,0.3,0.05,0.6,2,2,10,21,0,0,0,34,5,12
21,0.3,0.05,0.6,2,2,10,22,0,0,0,34,6,11
21,0.3,0.05,0.6,2,2,10,23,0,0,0,34,8,9
21,0.3,0.05,0.6,2,2,10,24,0,0,0,34,8,9
21,0.3,0.05,0.6,2,2,10,25,0,0,0,32,9,10
21,0.3,0.05,0.6,2,2,10,26,0,0,0,31,9,11
21,0.3,0.05,0.6,2,2,10,27,0,0,0,31,9,11
21,0.3,0.05,0.6,2,2,10,28,0,0,0,31,8,12
21,0.3,0.05,0.6,2,2,10,29,0,0,0,31,9,11
21,0.3,0.05,0.6,2,2,10,30,0,0,0,31,9,11
22,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
22,0.3,0.05,0.6,2,2,10,1,27,16,1,7,0,0
22,0.3,0.05,0.6,2,2,10,2,7,31,1,11,0,1
22,0.3,0.05,0.6,2,2,10,3,0,32,1,14,0,4
22,0.3,0.05,0.6,2,2,10,4,0,25,1,17,1,7
22,0.3,0.05,0.6,2,2,10,5,0,23,1,19,2,6
22,0.3,0.05,0.6,2,2,10,6,0,18,1,23,3,6
22,0.3,0.05,0.6,2,2,10,7,0,16,1,23,3,8
22,0.3,0.05,0.6,2,2,10,8,0,16,1,23,3,8
22,0.3,0.05,0.6,2,2,10,9,0,14,1,22,4,10
22,0.3,0.05,0.6,2,2,10,10,0,13,1,22,5,10
22,0.3,0.05,0.6,2,2,10,11,0,12,1,22,5,11
22,0.3,0.05,0.6,2,2,10,12,0,12,1,21,5,12
22,0.3,0.05,0.6,2,2,10,13,0,12,1,21,6,11
22,0.3,0.05,0.6,2,2,10,14,0,11,1,21,6,12
22,0.3,0.05,0.6,2,2,10,15,0,9,1,23,7,11
22,0.3,0.05,0.6,2,2,10,16,0,9,0,23,8,11
22,0.3,0.05,0.6,2,2,10,17,0,8,0,22,8,13
22,0.3,0.05,0.6,2,2,10,18,0,7,0,23,8,13
22,0.3,0.05,0.6,2,2,10,19,0,7,0,23,8,13
22,0.3,0.05,0.6,2,2,10,20,0,6,0,24,8,13
22,0.3,0.05,0.6,2,2,10,21,0,5,0,24,8,14
22,0.3,0.05,0.6,2,2,10,22,0,5,0,24,8,14
22,0.3,0.05,0.6,2,2,10,23,0,5,0,24,8,14
22,0.3,0.05,0.6,2,2,10,24,0,4,0,25,9,13
22,0.3,0.05,0.6,2,2,10,25,0,4,0,25,9,13
22,0.3,0.05,0.6,2,2,10,26,0,2,0,26,10,13
22,0.3,0.05,0.6,2,2,10,27,0,1,0,26,10,14
22,0.3,0.05,0.6,2,2,10,28,0,1,0,26,10,14
22,0.3,0.05,0.6,2,2,10,29,0,1,0,26,11,13
22,0.3,0.05,0.6,2,2,10,30,0,1,0,26,11,13
23,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
23,0.3,0.05,0.6,2,2,10,1,31,13,1,6,0,0
23,0.3,0.05,0.6,2,2,10,2,12,27,1,10,0,1
23,0.3,0.05,0.6,2,2,10,3,1,33,1,14,0,2
23,0.3,0.05,0.6,2,2,10,4,0,24,1,20,0,6
23,0.3,0.05,0.6,2,2,10,5,0,20,1,21,1,8
23,0.3,0.05,0.6,2,2,10,6,0,14,1,25,1,10
23,0.3,0.05,0.6,2,2,10,7,0,11,1,25,1,13
23,0.3,0.05,0.6,2,2,10,8,0,11,1,25,1,13
23,0.3,0.05,0.6,2,2,10,9,0,8,1,27,0,15
23,0.3,0.05,0.6,2,2,10,10,0,7,0,29,0,15
23,0.3,0.05,0.6,2,2,10,11,0,5,0,30,1,15
23,0.3,0.05,0.6,2,2,10,12,0,5,0,29,2,15
23,0.3,0.05,0.6,2,2,10,13,0,4,0,29,2,16
23,0.3,0.05,0.6,2,2,10,14,0,3,0,29,2,17
23,0.3,0.05,0.6,2,2,10,15,0,2,0,30,3,16
23,0.3,0.05,0.6,2,2,10,16,0,2,0,30,3,16
23,0.3,0.05,0.6,2,2,10,17,0,2,0,30,3,16
23,0.3,0.05,0.6,2,2,10,18,0,1,0,30,5,15
23,0.3,0.05,0.6,2,2,10,19,0,1,0,30,7,13
23,0.3,0.05,0.6,2,2,10,20,0,1,0,29,9,12
23,0.3,0.05,0.6,2,2,10,21,0,1,0,29,9,12
23,0.3,0.05,0.6,2,2,10,22,0,0,0,30,11,10
23,0.3,0.05,0.6,2,2,10,23,0,0,0,29,11,11
23,0.3,0.05,0.6,2,2,10,24,0,0,0,28,11,12
23,0.3,0.05,0.6,2,2,10,25,0,0,0,26,12,13
23,0.3,0.05,0.6,2,2,10,26,0,0,0,26,14,11
23,0.3,0.05,0.6,2,2,10,27,0,0,0,24,15,12
23,0.3,0.05,0.6,2,2,10,28,0,0,0,24,15,12
23,0.3,0.05,0.6,2,2,10,29,0,0,0,24,15,12
23,0.3,0.05,0.6,2,2,10,30,0,0,0,24,15,12
24,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
24,0.3,0.05,0.6,2,2,10,1,27,16,2,6,0,0
24,0.3,0.05,0.6,2,2,10,2,7,30,2,11,0,1
24,0.3,0.05,0.6,2,2,10,3,0,30,1,16,0,4
24,0.3,0.05,0.6,2,2,10,4,0,28,1,17,1,4
24,0.3,0.05,0.6,2,2,10,5,0,26,1,18,1,5
24,0.3,0.05,0.6,2,2,10,6,0,23,1,20,2,5
24,0.3,0.05,0.6,2,2,10,7,0,21,1,20,2,7
24,0.3,0.05,0.6,2,2,10,8,0,19,1,22,3,6
24,0.3,0.05,0.6,2,2,10,9,0,17,1,23,3,7
24,0.3,0.05,0.6,2,2,10,10,0,14,1,26,3,7
24,0.3,0.05,0.6,2,2,10,11,0,10,1,28,3,9
24,0.3,0.05,0.6,2,2,10,12,0,10,1,26,5,9
24,0.3,0.05,0.6,2,2,10,13,0,7,1,28,6,9
24,0.3,0.05,0.6,2,2,10,14,0,6,1,28,6,10
24,0.3,0.05,0.6,2,2,10,15,0,6,1,28,8,8
24,0.3,0.05,0.6,2,2,10,16,0,7,0,28,9,7
24,0.3,0.05,0.6,2,2,10,17,0,5,0,27,10,9
24,0.3,0.05,0.6,2,2,10,18,0,4,0,27,12,8
24,0.3,0.05,0.6,2,2,10,19,0,2,0,28,12,9
24,0.3,0.05,0.6,2,2,10,20,0,2,0,26,12,11
24,0.3,0.05,0.6,2,2,10,21,0,1,0,26,11,13
24,0.3,0.05,0.6,2,2,10,22,0,1,0,26,14,10
24,0.3,0.05,0.6,2,2,10,23,0,1,0,26,15,9
24,0.3,0.05,0.6,2,2,10,24,0,1,0,25,15,10
24,0.3,0.05,0.6,2,2,10,25,0,1,0,25,15,10
24,0.3,0.05,0.6,2,2,10,26,0,1,0,25,15,10
24,0.3,0.05,0.6,2,2,10,27,0,1,0,24,16,10
24,0.3,0.05,0.6,2,2,10,28,0,1,0,23,16,11
24,0.3,0.05,0.6,2,2,10,29,0,1,0,23,16,11
24,0.3,0.05,0.6,2,2,10,30,0,1,0,23,15,12
25,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
25,0.3,0.05,0.6,2,2,10,1,29,14,1,7,0,0
25,0.3,0.05,0.6,2,2,10,2,9,26,1,13,0,2
25,0.3,0.05,0.6,2,2,10,3,0,31,1,16,0,3
25,0.3,0.05,0.6,2,2,10,4,0,25,1,20,0,5
25,0.3,0.05,0.6,2,2,10,5,0,23,1,21,1,5
25,0.3,0.05,0.6,2,2,10,6,0,16,1,25,2,7
25,0.3,0.05,0.6,2,2,10,7,0,13,1,24,2,11
25,0.3,0.05,0.6,2,2,10,8,0,13,0,25,2,11
25,0.3,0.05,0.6,2,2,10,9,0,10,0,26,4,11
25,0.3,0.05,0.6,2,2,10,10,0,8,0,26,5,12
25,0.3,0.05,0.6,2,2,10,11,0,6,0,28,5,12
25,0.3,0.05,0.6,2,2,10,12,0,6,0,28,5,12
25,0.3,0.05,0.6,2,2,10,13,0,5,0,29,7,10
25,0.3,0.05,0.6,2,2,10,14,0,5,0,29,7,10
25,0.3,0.05,0.6,2,2,10,15,0,5,0,29,8,9
25,0.3,0.05,0.6,2,2,10,16,0,5,0,29,8,9
25,0.3,0.05,0.6,2,2,10,17,0,3,0,30,8,10
25,0.3,0.05,0.6,2,2,10,18,0,3,0,29,7,12
25,0.3,0.05,0.6,2,2,10,19,0,3,0,29,8,11
25,0.3,0.05,0.6,2,2,10,20,0,3,0,29,9,10
25,0.3,0.05,0.6,2,2,10,21,0,3,0,28,9,11
25,0.3,0.05,0.6,2,2,10,22,0,3,0,28,10,10
25,0.3,0.05,0.6,2,2,10,23,0,2,0,27,10,12
25,0.3,0.05,0.6,2,2,10,24,0,2,0,27,12,10
25,0.3,0.05,0.6,2,2,10,25,0,1,0,27,12,11
25,0.3,0.05,0.6,2,2,10,26,0,0,0,26,11,14
25,0.3,0.05,0.6,2,2,10,27,0,0,0,24,12,15
25,0.3,0.05,0.6,2,2,10,28,0,0,0,24,12,15
25,0.3,0.05,0.6,2,2,10,29,0,0,0,24,15,12
25,0.3,0.05,0.6,2,2,10,30,0,0,0,24,16,11
26,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
26,0.3,0.05,0.6,2,2,10,1,29,15,1,6,0,0
26,0.3,0.05,0.6,2,2,10,2,10,34,0,6,0,1
26,0.3,0.05,0.6,2,2,10,3,0,38,0,8,0,5
26,0.3,0.05,0.6,2,2,10,4,0,36,0,8,0,7
26,0.3,0.05,0.6,2,2,10,5,0,29,0,10,0,12
26,0.3,0.05,0.6,2,2,10,6,0,27,0,10,0,14
26,0.3,0.05,0.6,2,2,10,7,0,25,0,10,0,16
26,0.3,0.05,0.6,2,2,10,8,0,24,0,11,0,16
26,0.3,0.05,0.6,2,2,10,9,0,23,0,11,0,17
26,0.3,0.05,0.6,2,2,10,10,0,20,0,11,0,20
26,0.3,0.05,0.6,2,2,10,11,0,17,0,11,0,23
26,0.3,0.05,0.6,2,2,10,12,0,15,0,12,0,24
26,0.3,0.05,0.6,2,2,10,13,0,14,0,12,0,25
26,0.3,0.05,0.6,2,2,10,14,0,14,0,12,0,25
26,0.3,0.05,0.6,2,2,10,15,0,14,0,12,1,24
26,0.3,0.05,0.6,2,2,10,16,0,13,0,12,1,25
26,0.3,0.05,0.6,2,2,10,17,0,10,0,12,2,27
26,0.3,0.05,0.6,2,2,10,18,0,7,0,15,6,23
26,0.3,0.05,0.6,2,2,10,19,0,7,0,15,6,23
26,0.3,0.05,0.6,2,2,10,20,0,6,0,16,7,22
26,0.3,0.05,0.6,2,2,10,21,0,5,0,16,7,23
26,0.3,0.05,0.6,2,2,10,22,0,5,0,16,7,23
26,0.3,0.05,0.6,2,2,10,23,0,4,0,17,7,23
26,0.3,0.05,0.6,2,2,10,24,0,4,0,17,6,24
26,0.3,0.05,0.6,2,2,10,25,0,3,0,17,7,24
26,0.3,0.05,0.6,2,2,10,26,0,2,0,16,6,27
26,0.3,0.05,0.6,2,2,10,27,0,2,0,15,6,28
26,0.3,0.05,0.6,2,2,10,28,0,2,0,15,6,28
26,0.3,0.05,0.6,2,2,10,29,0,2,0,15,7,27
26,0.3,0.05,0.6,2,2,10,30,0,2,0,15,8,26
27,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
27,0.3,0.05,0.6,2,2,10,1,26,17,2,6,0,0
27,0.3,0.05,0.6,2,2,10,2,6,31,2,11,0,1
27,0.3,0.05,0.6,2,2,10,3,0,33,1,15,1,1
27,0.3,0.05,0.6,2,2,10,4,0,24,1,20,1,5
27,0.3,0.05,0.6,2,2,10,5,0,21,1,23,1,5
27,0.3,0.05,0.6,2,2,10,6,0,17,1,26,2,5
