Simulation,Beta_flu,Beta_mrsa,Delta,Initial_infected_flu,Initial_infected_mrsa,Contact Number,Day,S,I_flu,I_mrsa,I_both,I_mrsa_R_flu,S_mrsa_R_flu
50,0.3,0.05,0.6,2,2,10,6,0,16,1,23,1,10
50,0.3,0.05,0.6,2,2,10,7,0,15,1,22,1,12
50,0.3,0.05,0.6,2,2,10,8,0,14,1,23,2,11
50,0.3,0.05,0.6,2,2,10,9,0,12,1,22,4,12
50,0.3,0.05,0.6,2,2,10,10,0,11,1,22,5,12
50,0.3,0.05,0.6,2,2,10,11,0,11,1,22,7,10
50,0.3,0.05,0.6,2,2,10,12,0,10,1,21,7,12
50,0.3,0.05,0.6,2,2,10,13,0,7,0,24,8,12
50,0.3,0.05,0.6,2,2,10,14,0,7,0,24,8,12
50,0.3,0.05,0.6,2,2,10,15,0,5,0,26,8,12
50,0.3,0.05,0.6,2,2,10,16,0,4,0,25,11,11
50,0.3,0.05,0.6,2,2,10,17,0,2,0,27,13,9
50,0.3,0.05,0.6,2,2,10,18,0,1,0,27,12,11
50,0.3,0.05,0.6,2,2,10,19,0,1,0,27,13,10
50,0.3,0.05,0.6,2,2,10,20,0,1,0,27,13,10
50,0.3,0.05,0.6,2,2,10,21,0,0,0,27,13,11
50,0.3,0.05,0.6,2,2,10,22,0,0,0,27,15,9
50,0.3,0.05,0.6,2,2,10,23,0,0,0,27,15,9
50,0.3,0.05,0.6,2,2,10,24,0,0,0,27,15,9
50,0.3,0.05,0.6,2,2,10,25,0,0,0,26,14,11
50,0.3,0.05,0.6,2,2,10,26,0,0,0,26,15,10
50,0.3,0.05,0.6,2,2,10,27,0,0,0,25,15,11
50,0.3,0.05,0.6,2,2,10,28,0,0,0,24,15,12
50,0.3,0.05,0.6,2,2,10,29,0,0,0,24,15,12
50,0.3,0.05,0.6,2,2,10,30,0,0,0,23,15,13
51,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
51,0.3,0.05,0.6,2,2,10,1,30,15,1,5,0,0
51,0.3,0.05,0.6,2,2,10,2,10,30,1,8,0,2
51,0.3,0.05,0.6,2,2,10,3,0,35,1,11,1,3
51,0.3,0.05,0.6,2,2,10,4,0,27,1,15,1,7
51,0.3,0.05,0.6,2,2,10,5,0,22,1,18,1,9
51,0.3,0.05,0.6,2,2,10,6,0,16,0,25,1,9
51,0.3,0.05,0.6,2,2,10,7,0,16,0,25,1,9
51,0.3,0.05,0.6,2,2,10,8,0,11,0,30,1,9
51,0.3,0.05,0.6,2,2,10,9,0,8,0,33,1,9
51,0.3,0.05,0.6,2,2,10,10,0,7,0,32,2,10
51,0.3,0.05,0.6,2,2,10,11,0,7,0,32,4,8
51,0.3,0.05,0.6,2,2,10,12,0,6,0,32,4,9
51,0.3,0.05,0.6,2,2,10,13,0,5,0,33,5,8
51,0.3,0.05,0.6,2,2,10,14,0,5,0,33,5,8
51,0.3,0.05,0.6,2,2,10,15,0,4,0,34,6,7
51,0.3,0.05,0.6,2,2,10,16,0,1,0,35,6,9
51,0.3,0.05,0.6,2,2,10,17,0,1,0,34,6,10
51,0.3,0.05,0.6,2,2,10,18,0,1,0,34,7,9
51,0.3,0.05,0.6,2,2,10,19,0,1,0,33,7,10
51,0.3,0.05,0.6,2,2,10,20,0,1,0,32,7,11
51,0.3,0.05,0.6,2,2,10,21,0,1,0,32,7,11
51,0.3,0.05,0.6,2,2,10,22,0,0,0,33,7,11
51,0.3,0.05,0.6,2,2,10,23,0,0,0,33,7,11
51,0.3,0.05,0.6,2,2,10,24,0,0,0,33,6,12
51,0.3,0.05,0.6,2,2,10,25,0,0,0,33,7,11
51,0.3,0.05,0.6,2,2,10,26,0,0,0,33,7,11
51,0.3,0.05,0.6,2,2,10,27,0,0,0,33,8,10
51,0.3,0.05,0.6,2,2,10,28,0,0,0,30,8,13
51,0.3,0.05,0.6,2,2,10,29,0,0,0,30,8,13
51,0.3,0.05,0.6,2,2,10,30,0,0,0,30,9,12
52,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
52,0.3,0.05,0.6,2,2,10,1,28,15,1,7,0,0
52,0.3,0.05,0.6,2,2,10,2,8,31,1,10,0,1
52,0.3,0.05,0.6,2,2,10,3,0,33,1,13,0,4
52,0.3,0.05,0.6,2,2,10,4,0,26,1,17,1,6
52,0.3,0.05,0.6,2,2,10,5,0,21,1,18,2,9
52,0.3,0.05,0.6,2,2,10,6,0,16,0,23,2,10
52,0.3,0.05,0.6,2,2,10,7,0,14,0,23,2,12
52,0.3,0.05,0.6,2,2,10,8,0,14,0,23,2,12
52,0.3,0.05,0.6,2,2,10,9,0,13,0,23,2,13
52,0.3,0.05,0.6,2,2,10,10,0,12,0,22,3,14
52,0.3,0.05,0.6,2,2,10,11,0,11,0,23,5,12
52,0.3,0.05,0.6,2,2,10,12,0,11,0,23,5,12
52,0.3,0.05,0.6,2,2,10,13,0,8,0,24,7,12
52,0.3,0.05,0.6,2,2,10,14,0,8,0,24,7,12
52,0.3,0.05,0.6,2,2,10,15,0,8,0,24,7,12
52,0.3,0.05,0.6,2,2,10,16,0,6,0,25,8,12
52,0.3,0.05,0.6,2,2,10,17,0,4,0,27,7,13
52,0.3,0.05,0.6,2,2,10,18,0,4,0,27,8,12
52,0.3,0.05,0.6,2,2,10,19,0,4,0,27,10,10
52,0.3,0.05,0.6,2,2,10,20,0,4,0,25,11,11
52,0.3,0.05,0.6,2,2,10,21,0,4,0,25,9,13
52,0.3,0.05,0.6,2,2,10,22,0,4,0,25,11,11
52,0.3,0.05,0.6,2,2,10,23,0,3,0,26,13,9
52,0.3,0.05,0.6,2,2,10,24,0,3,0,25,14,9
52,0.3,0.05,0.6,2,2,10,25,0,2,0,24,15,10
52,0.3,0.05,0.6,2,2,10,26,0,2,0,24,17,8
52,0.3,0.05,0.6,2,2,10,27,0,2,0,24,19,6
52,0.3,0.05,0.6,2,2,10,28,0,2,0,24,19,6
52,0.3,0.05,0.6,2,2,10,29,0,2,0,24,19,6
52,0.3,0.05,0.6,2,2,10,30,0,2,0,24,19,6
53,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
53,0.3,0.05,0.6,2,2,10,1,28,16,1,6,0,0
53,0.3,0.05,0.6,2,2,10,2,8,29,1,11,0,2
53,0.3,0.05,0.6,2,2,10,3,0,33,1,15,0,2
53,0.3,0.05,0.6,2,2,10,4,0,26,1,20,0,4
53,0.3,0.05,0.6,2,2,10,5,0,22,1,22,0,6
53,0.3,0.05,0.6,2,2,10,6,0,15,1,27,1,7
53,0.3,0.05,0.6,2,2,10,7,0,13,1,27,1,9
53,0.3,0.05,0.6,2,2,10,8,0,12,1,28,1,9
53,0.3,0.05,0.6,2,2,10,9,0,10,1,30,1,9
53,0.3,0.05,0.6,2,2,10,10,0,10,1,30,3,7
53,0.3,0.05,0.6,2,2,10,11,0,10,1,30,3,7
53,0.3,0.05,0.6,2,2,10,12,0,8,1,31,3,8
53,0.3,0.05,0.6,2,2,10,13,0,6,1,33,3,8
53,0.3,0.05,0.6,2,2,10,14,0,6,1,33,3,8
53,0.3,0.05,0.6,2,2,10,15,0,4,1,35,5,6
53,0.3,0.05,0.6,2,2,10,16,0,4,1,35,4,7
53,0.3,0.05,0.6,2,2,10,17,0,2,1,35,5,8
53,0.3,0.05,0.6,2,2,10,18,0,2,1,35,5,8
53,0.3,0.05,0.6,2,2,10,19,0,2,1,34,5,9
53,0.3,0.05,0.6,2,2,10,20,0,1,1,34,7,8
53,0.3,0.05,0.6,2,2,10,21,0,1,1,34,7,8
53,0.3,0.05,0.6,2,2,10,22,0,1,1,34,7,8
53,0.3,0.05,0.6,2,2,10,23,0,1,1,34,7,8
53,0.3,0.05,0.6,2,2,10,24,0,1,1,34,7,8
53,0.3,0.05,0.6,2,2,10,25,0,1,1,34,6,9
53,0.3,0.05,0.6,2,2,10,26,0,1,1,34,6,9
53,0.3,0.05,0.6,2,2,10,27,0,1,1,33,6,10
53,0.3,0.05,0.6,2,2,10,28,0,1,1,33,6,10
53,0.3,0.05,0.6,2,2,10,29,0,1,1,33,6,10
53,0.3,0.05,0.6,2,2,10,30,0,0,1,32,6,12
54,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
54,0.3,0.05,0.6,2,2,10,1,27,18,1,5,0,0
54,0.3,0.05,0.6,2,2,10,2,7,30,1,9,0,4
54,0.3,0.05,0.6,2,2,10,3,0,31,1,12,1,6
54,0.3,0.05,0.6,2,2,10,4,0,24,1,17,0,9
54,0.3,0.05,0.6,2,2,10,5,0,21,0,18,2,10
54,0.3,0.05,0.6,2,2,10,6,0,18,0,21,3,9
54,0.3,0.05,0.6,2,2,10,7,0,18,0,20,3,10
54,0.3,0.05,0.6,2,2,10,8,0,18,0,20,4,9
54,0.3,0.05,0.6,2,2,10,9,0,15,0,21,5,10
54,0.3,0.05,0.6,2,2,10,10,0,12,0,23,6,10
54,0.3,0.05,0.6,2,2,10,11,0,6,0,28,6,11
54,0.3,0.05,0.6,2,2,10,12,0,4,0,30,6,11
54,0.3,0.05,0.6,2,2,10,13,0,3,0,31,8,9
54,0.3,0.05,0.6,2,2,10,14,0,3,0,31,8,9
54,0.3,0.05,0.6,2,2,10,15,0,3,0,31,9,8
54,0.3,0.05,0.6,2,2,10,16,0,3,0,31,10,7
54,0.3,0.05,0.6,2,2,10,17,0,3,0,30,8,10
54,0.3,0.05,0.6,2,2,10,18,0,3,0,29,11,8
54,0.3,0.05,0.6,2,2,10,19,0,3,0,28,12,8
54,0.3,0.05,0.6,2,2,10,20,0,2,0,28,12,9
54,0.3,0.05,0.6,2,2,10,21,0,2,0,28,12,9
54,0.3,0.05,0.6,2,2,10,22,0,2,0,28,13,8
54,0.3,0.05,0.6,2,2,10,23,0,2,0,27,13,9
54,0.3,0.05,0.6,2,2,10,24,0,0,0,27,14,10
54,0.3,0.05,0.6,2,2,10,25,0,0,0,27,13,11
54,0.3,0.05,0.6,2,2,10,26,0,0,0,26,12,13
54,0.3,0.05,0.6,2,2,10,27,0,0,0,24,13,14
54,0.3,0.05,0.6,2,2,10,28,0,0,0,24,12,15
54,0.3,0.05,0.6,2,2,10,29,0,0,0,24,12,15
54,0.3,0.05,0.6,2,2,10,30,0,0,0,24,14,13
55,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
55,0.3,0.05,0.6,2,2,10,1,28,18,1,4,0,0
55,0.3,0.05,0.6,2,2,10,2,8,34,1,7,0,1
55,0.3,0.05,0.6,2,2,10,3,0,36,0,11,0,4
55,0.3,0.05,0.6,2,2,10,4,0,34,0,12,0,5
55,0.3,0.05,0.6,2,2,10,5,0,30,0,14,0,7
55,0.3,0.05,0.6,2,2,10,6,0,28,0,15,0,8
55,0.3,0.05,0.6,2,2,10,7,0,27,0,15,0,9
55,0.3,0.05,0.6,2,2,10,8,0,27,0,15,1,8
55,0.3,0.05,0.6,2,2,10,9,0,25,0,16,1,9
55,0.3,0.05,0.6,2,2,10,10,0,22,0,17,1,11
55,0.3,0.05,0.6,2,2,10,11,0,21,0,17,1,12
55,0.3,0.05,0.6,2,2,10,12,0,18,0,17,1,15
55,0.3,0.05,0.6,2,2,10,13,0,12,0,19,0,20
55,0.3,0.05,0.6,2,2,10,14,0,10,0,19,0,22
55,0.3,0.05,0.6,2,2,10,15,0,9,0,20,1,21
55,0.3,0.05,0.6,2,2,10,16,0,8,0,20,1,22
55,0.3,0.05,0.6,2,2,10,17,0,6,0,20,1,24
55,0.3,0.05,0.6,2,2,10,18,0,5,0,19,3,24
55,0.3,0.05,0.6,2,2,10,19,0,5,0,19,3,24
55,0.3,0.05,0.6,2,2,10,20,0,5,0,18,4,24
55,0.3,0.05,0.6,2,2,10,21,0,4,0,18,3,26
55,0.3,0.05,0.6,2,2,10,22,0,4,0,18,4,25
55,0.3,0.05,0.6,2,2,10,23,0,3,0,19,5,24
55,0.3,0.05,0.6,2,2,10,24,0,3,0,19,5,24
55,0.3,0.05,0.6,2,2,10,25,0,3,0,19,5,24
55,0.3,0.05,0.6,2,2,10,26,0,3,0,18,5,25
55,0.3,0.05,0.6,2,2,10,27,0,3,0,17,5,26
55,0.3,0.05,0.6,2,2,10,28,0,3,0,17,5,26
55,0.3,0.05,0.6,2,2,10,29,0,3,0,17,6,25
55,0.3,0.05,0.6,2,2,10,30,0,3,0,17,6,25
56,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
56,0.3,0.05,0.6,2,2,10,1,27,19,2,3,0,0
56,0.3,0.05,0.6,2,2,10,2,7,35,2,6,0,1
56,0.3,0.05,0.6,2,2,10,3,0,29,1,15,0,6
56,0.3,0.05,0.6,2,2,10,4,0,26,1,15,3,6
56,0.3,0.05,0.6,2,2,10,5,0,25,0,15,3,8
56,0.3,0.05,0.6,2,2,10,6,0,22,0,16,3,10
56,0.3,0.05,0.6,2,2,10,7,0,22,0,16,3,10
56,0.3,0.05,0.6,2,2,10,8,0,19,0,19,5,8
56,0.3,0.05,0.6,2,2,10,9,0,15,0,23,5,8
56,0.3,0.05,0.6,2,2,10,10,0,11,0,27,6,7
56,0.3,0.05,0.6,2,2,10,11,0,7,0,28,7,9
56,0.3,0.05,0.6,2,2,10,12,0,6,0,27,7,11
56,0.3,0.05,0.6,2,2,10,13,0,4,0,29,9,9
56,0.3,0.05,0.6,2,2,10,14,0,3,0,28,9,11
56,0.3,0.05,0.6,2,2,10,15,0,3,0,28,10,10
56,0.3,0.05,0.6,2,2,10,16,0,3,0,28,9,11
56,0.3,0.05,0.6,2,2,10,17,0,3,0,28,12,8
56,0.3,0.05,0.6,2,2,10,18,0,2,0,27,13,9
56,0.3,0.05,0.6,2,2,10,19,0,1,0,27,14,9
56,0.3,0.05,0.6,2,2,10,20,0,1,0,27,14,9
56,0.3,0.05,0.6,2,2,10,21,0,1,0,25,14,11
56,0.3,0.05,0.6,2,2,10,22,0,1,0,25,14,11
56,0.3,0.05,0.6,2,2,10,23,0,1,0,24,14,12
56,0.3,0.05,0.6,2,2,10,24,0,1,0,24,15,11
56,0.3,0.05,0.6,2,2,10,25,0,1,0,24,17,9
56,0.3,0.05,0.6,2,2,10,26,0,1,0,24,17,9
56,0.3,0.05,0.6,2,2,10,27,0,0,0,23,17,11
56,0.3,0.05,0.6,2,2,10,28,0,0,0,23,15,13
56,0.3,0.05,0.6,2,2,10,29,0,0,0,23,16,12
56,0.3,0.05,0.6,2,2,10,30,0,0,0,23,17,11
57,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
57,0.3,0.05,0.6,2,2,10,1,26,16,2,7,0,0
57,0.3,0.05,0.6,2,2,10,2,7,27,1,13,0,3
57,0.3,0.05,0.6,2,2,10,3,0,31,1,14,1,4
57,0.3,0.05,0.6,2,2,10,4,0,26,1,17,1,6
57,0.3,0.05,0.6,2,2,10,5,0,23,1,18,3,6
57,0.3,0.05,0.6,2,2,10,6,0,17,1,21,2,10
57,0.3,0.05,0.6,2,2,10,7,0,16,1,20,2,12
57,0.3,0.05,0.6,2,2,10,8,0,15,0,22,3,11
57,0.3,0.05,0.6,2,2,10,9,0,12,0,23,4,12
57,0.3,0.05,0.6,2,2,10,10,0,10,0,25,5,11
57,0.3,0.05,0.6,2,2,10,11,0,8,0,26,7,10
57,0.3,0.05,0.6,2,2,10,12,0,7,0,27,8,9
57,0.3,0.05,0.6,2,2,10,13,0,5,0,27,7,12
57,0.3,0.05,0.6,2,2,10,14,0,5,0,27,7,12
57,0.3,0.05,0.6,2,2,10,15,0,5,0,27,8,11
57,0.3,0.05,0.6,2,2,10,16,0,4,0,28,8,11
57,0.3,0.05,0.6,2,2,10,17,0,3,0,27,8,13
57,0.3,0.05,0.6,2,2,10,18,0,3,0,27,9,12
57,0.3,0.05,0.6,2,2,10,19,0,2,0,27,8,14
57,0.3,0.05,0.6,2,2,10,20,0,2,0,27,10,12
57,0.3,0.05,0.6,2,2,10,21,0,2,0,27,10,12
57,0.3,0.05,0.6,2,2,10,22,0,2,0,27,11,11
57,0.3,0.05,0.6,2,2,10,23,0,1,0,27,11,12
57,0.3,0.05,0.6,2,2,10,24,0,1,0,27,10,13
57,0.3,0.05,0.6,2,2,10,25,0,1,0,27,12,11
57,0.3,0.05,0.6,2,2,10,26,0,1,0,27,14,9
57,0.3,0.05,0.6,2,2,10,27,0,1,0,27,15,8
57,0.3,0.05,0.6,2,2,10,28,0,1,0,27,14,9
57,0.3,0.05,0.6,2,2,10,29,0,1,0,27,14,9
57,0.3,0.05,0.6,2,2,10,30,0,1,0,27,15,8
58,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
58,0.3,0.05,0.6,2,2,10,1,29,17,1,4,0,0
58,0.3,0.05,0.6,2,2,10,2,9,25,1,11,0,5
58,0.3,0.05,0.6,2,2,10,3,0,28,1,16,1,5
58,0.3,0.05,0.6,2,2,10,4,0,23,1,18,1,8
58,0.3,0.05,0.6,2,2,10,5,0,21,1,19,1,9
58,0.3,0.05,0.6,2,2,10,6,0,18,1,22,1,9
58,0.3,0.05,0.6,2,2,10,7,0,16,1,22,1,11
58,0.3,0.05,0.6,2,2,10,8,0,16,1,22,3,9
58,0.3,0.05,0.6,2,2,10,9,0,13,1,23,2,12
58,0.3,0.05,0.6,2,2,10,10,0,12,1,22,3,13
58,0.3,0.05,0.6,2,2,10,11,0,8,1,24,4,14
58,0.3,0.05,0.6,2,2,10,12,0,7,1,25,7,11
58,0.3,0.05,0.6,2,2,10,13,0,7,1,25,7,11
58,0.3,0.05,0.6,2,2,10,14,0,7,1,24,7,12
58,0.3,0.05,0.6,2,2,10,15,0,7,1,24,10,9
58,0.3,0.05,0.6,2,2,10,16,0,5,1,25,10,10
58,0.3,0.05,0.6,2,2,10,17,0,5,1,25,10,10
58,0.3,0.05,0.6,2,2,10,18,0,4,1,26,10,10
58,0.3,0.05,0.6,2,2,10,19,0,3,1,25,10,12
58,0.3,0.05,0.6,2,2,10,20,0,3,1,25,9,13
58,0.3,0.05,0.6,2,2,10,21,0,2,1,24,9,15
58,0.3,0.05,0.6,2,2,10,22,0,2,1,24,9,15
58,0.3,0.05,0.6,2,2,10,23,0,2,1,24,9,15
58,0.3,0.05,0.6,2,2,10,24,0,2,1,23,9,16
58,0.3,0.05,0.6,2,2,10,25,0,2,1,23,10,15
58,0.3,0.05,0.6,2,2,10,26,0,2,1,23,10,15
58,0.3,0.05,0.6,2,2,10,27,0,0,1,24,11,15
58,0.3,0.05,0.6,2,2,10,28,0,0,1,24,10,16
58,0.3,0.05,0.6,2,2,10,29,0,0,1,24,11,15
58,0.3,0.05,0.6,2,2,10,30,0,0,1,24,11,15
59,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
59,0.3,0.05,0.6,2,2,10,1,28,17,1,5,0,0
59,0.3,0.05,0.6,2,2,10,2,8,30,1,10,0,2
59,0.3,0.05,0.6,2,2,10,3,0,32,0,15,0,4
59,0.3,0.05,0.6,2,2,10,4,0,25,0,20,0,6
59,0.3,0.05,0.6,2,2,10,5,0,19,0,23,0,9
59,0.3,0.05,0.6,2,2,10,6,0,13,0,27,1,10
59,0.3,0.05,0.6,2,2,10,7,0,11,0,26,1,13
59,0.3,0.05,0.6,2,2,10,8,0,10,0,27,1,13
59,0.3,0.05,0.6,2,2,10,9,0,10,0,27,2,12
59,0.3,0.05,0.6,2,2,10,10,0,8,0,27,3,13
59,0.3,0.05,0.6,2,2,10,11,0,7,0,26,3,15
59,0.3,0.05,0.6,2,2,10,12,0,7,0,26,4,14
59,0.3,0.05,0.6,2,2,10,13,0,7,0,26,8,10
59,0.3,0.05,0.6,2,2,10,14,0,6,0,26,7,12
59,0.3,0.05,0.6,2,2,10,15,0,6,0,26,9,10
59,0.3,0.05,0.6,2,2,10,16,0,5,0,27,9,10
59,0.3,0.05,0.6,2,2,10,17,0,4,0,27,9,11
59,0.3,0.05,0.6,2,2,10,18,0,4,0,25,9,13
59,0.3,0.05,0.6,2,2,10,19,0,2,0,26,11,12
59,0.3,0.05,0.6,2,2,10,20,0,2,0,25,12,12
59,0.3,0.05,0.6,2,2,10,21,0,2,0,25,11,13
59,0.3,0.05,0.6,2,2,10,22,0,2,0,25,13,11
59,0.3,0.05,0.6,2,2,10,23,0,2,0,23,13,13
59,0.3,0.05,0.6,2,2,10,24,0,0,0,23,15,13
59,0.3,0.05,0.6,2,2,10,25,0,0,0,23,19,9
59,0.3,0.05,0.6,2,2,10,26,0,0,0,21,19,11
59,0.3,0.05,0.6,2,2,10,27,0,0,0,21,19,11
59,0.3,0.05,0.6,2,2,10,28,0,0,0,21,19,11
59,0.3,0.05,0.6,2,2,10,29,0,0,0,21,20,10
59,0.3,0.05,0.6,2,2,10,30,0,0,0,21,19,11
60,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
60,0.3,0.05,0.6,2,2,10,1,27,17,2,5,0,0
60,0.3,0.05,0.6,2,2,10,2,7,29,2,12,0,1
60,0.3,0.05,0.6,2,2,10,3,0,28,1,19,1,2
60,0.3,0.05,0.6,2,2,10,4,0,25,1,22,1,2
60,0.3,0.05,0.6,2,2,10,5,0,20,1,25,1,4
60,0.3,0.05,0.6,2,2,10,6,0,12,1,31,3,4
60,0.3,0.05,0.6,2,2,10,7,0,11,1,31,3,5
60,0.3,0.05,0.6,2,2,10,8,0,11,1,31,4,4
60,0.3,0.05,0.6,2,2,10,9,0,9,1,32,4,5
60,0.3,0.05,0.6,2,2,10,10,0,9,0,33,5,4
60,0.3,0.05,0.6,2,2,10,11,0,8,0,32,5,6
60,0.3,0.05,0.6,2,2,10,12,0,6,0,31,6,8
60,0.3,0.05,0.6,2,2,10,13,0,6,0,31,6,8
60,0.3,0.05,0.6,2,2,10,14,0,4,0,30,6,11
60,0.3,0.05,0.6,2,2,10,15,0,3,0,31,8,9
60,0.3,0.05,0.6,2,2,10,16,0,3,0,30,10,8
60,0.3,0.05,0.6,2,2,10,17,0,3,0,30,10,8
60,0.3,0.05,0.6,2,2,10,18,0,2,0,29,10,10
60,0.3,0.05,0.6,2,2,10,19,0,1,0,29,11,10
60,0.3,0.05,0.6,2,2,10,20,0,1,0,29,11,10
60,0.3,0.05,0.6,2,2,10,21,0,1,0,27,11,12
60,0.3,0.05,0.6,2,2,10,22,0,1,0,27,12,11
60,0.3,0.05,0.6,2,2,10,23,0,0,0,28,13,10
60,0.3,0.05,0.6,2,2,10,24,0,0,0,28,13,10
60,0.3,0.05,0.6,2,2,10,25,0,0,0,28,14,9
60,0.3,0.05,0.6,2,2,10,26,0,0,0,28,14,9
60,0.3,0.05,0.6,2,2,10,27,0,0,0,28,15,8
60,0.3,0.05,0.6,2,2,10,28,0,0,0,27,14,10
60,0.3,0.05,0.6,2,2,10,29,0,0,0,27,14,10
60,0.3,0.05,0.6,2,2,10,30,0,0,0,25,16,10
61,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
61,0.3,0.05,0.6,2,2,10,1,27,18,1,5,0,0
61,0.3,0.05,0.6,2,2,10,2,7,33,1,9,0,1
61,0.3,0.05,0.6,2,2,10,3,0,35,1,11,0,4
61,0.3,0.05,0.6,2,2,10,4,0,30,1,14,1,5
61,0.3,0.05,0.6,2,2,10,5,0,29,1,15,2,4
61,0.3,0.05,0.6,2,2,10,6,0,23,1,20,3,4
61,0.3,0.05,0.6,2,2,10,7,0,22,1,20,3,5
61,0.3,0.05,0.6,2,2,10,8,0,22,1,20,4,4
61,0.3,0.05,0.6,2,2,10,9,0,20,1,22,4,4
61,0.3,0.05,0.6,2,2,10,10,0,19,1,23,5,3
61,0.3,0.05,0.6,2,2,10,11,0,17,1,25,7,1
61,0.3,0.05,0.6,2,2,10,12,0,14,1,26,7,3
61,0.3,0.05,0.6,2,2,10,13,0,12,0,29,7,3
61,0.3,0.05,0.6,2,2,10,14,0,12,0,29,7,3
61,0.3,0.05,0.6,2,2,10,15,0,8,0,33,7,3
61,0.3,0.05,0.6,2,2,10,16,0,8,0,32,7,4
61,0.3,0.05,0.6,2,2,10,17,0,7,0,32,8,4
61,0.3,0.05,0.6,2,2,10,18,0,6,0,31,8,6
61,0.3,0.05,0.6,2,2,10,19,0,5,0,32,8,6
61,0.3,0.05,0.6,2,2,10,20,0,5,0,32,8,6
61,0.3,0.05,0.6,2,2,10,21,0,4,0,31,8,8
61,0.3,0.05,0.6,2,2,10,22,0,4,0,31,10,6
61,0.3,0.05,0.6,2,2,10,23,0,2,0,31,10,8
61,0.3,0.05,0.6,2,2,10,24,0,2,0,31,11,7
61,0.3,0.05,0.6,2,2,10,25,0,2,0,30,11,8
61,0.3,0.05,0.6,2,2,10,26,0,1,0,29,12,9
61,0.3,0.05,0.6,2,2,10,27,0,1,0,28,13,9
61,0.3,0.05,0.6,2,2,10,28,0,1,0,28,13,9
61,0.3,0.05,0.6,2,2,10,29,0,1,0,28,15,7
61,0.3,0.05,0.6,2,2,10,30,0,1,0,28,15,7
62,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
62,0.3,0.05,0.6,2,2,10,1,28,18,1,4,0,0
62,0.3,0.05,0.6,2,2,10,2,8,34,1,6,0,2
62,0.3,0.05,0.6,2,2,10,3,0,34,1,9,2,5
62,0.3,0.05,0.6,2,2,10,4,0,31,1,11,3,5
62,0.3,0.05,0.6,2,2,10,5,0,26,1,14,3,7
62,0.3,0.05,0.6,2,2,10,6,0,20,1,19,4,7
62,0.3,0.05,0.6,2,2,10,7,0,18,1,18,3,11
62,0.3,0.05,0.6,2,2,10,8,0,15,1,21,4,10
62,0.3,0.05,0.6,2,2,10,9,0,12,0,25,6,8
62,0.3,0.05,0.6,2,2,10,10,0,8,0,27,6,10
62,0.3,0.05,0.6,2,2,10,11,0,7,0,28,8,8
62,0.3,0.05,0.6,2,2,10,12,0,5,0,30,10,6
62,0.3,0.05,0.6,2,2,10,13,0,5,0,30,12,4
62,0.3,0.05,0.6,2,2,10,14,0,5,0,30,11,5
62,0.3,0.05,0.6,2,2,10,15,0,4,0,31,11,5
62,0.3,0.05,0.6,2,2,10,16,0,2,0,33,11,5
62,0.3,0.05,0.6,2,2,10,17,0,2,0,33,11,5
62,0.3,0.05,0.6,2,2,10,18,0,2,0,33,11,5
62,0.3,0.05,0.6,2,2,10,19,0,2,0,33,11,5
62,0.3,0.05,0.6,2,2,10,20,0,2,0,33,11,5
62,0.3,0.05,0.6,2,2,10,21,0,2,0,33,11,5
62,0.3,0.05,0.6,2,2,10,22,0,2,0,33,11,5
62,0.3,0.05,0.6,2,2,10,23,0,2,0,33,11,5
62,0.3,0.05,0.6,2,2,10,24,0,2,0,31,11,7
62,0.3,0.05,0.6,2,2,10,25,0,1,0,29,11,10
62,0.3,0.05,0.6,2,2,10,26,0,1,0,28,13,9
62,0.3,0.05,0.6,2,2,10,27,0,1,0,27,14,9
62,0.3,0.05,0.6,2,2,10,28,0,1,0,25,14,11
62,0.3,0.05,0.6,2,2,10,29,0,1,0,25,16,9
62,0.3,0.05,0.6,2,2,10,30,0,1,0,25,17,8
63,0.3,0.05,0.6,2,2,10,0,47,2,2,0,0,0
63,0.3,0.05,0.6,2,2,10,1,28,15,2,6,0,0
63,0.3,0.05,0.6,2,2,10,2,8,28,2,10,0,3
63,0.3,0.05,0.6,2,2,10,3,0,30,1,16,0,4
63,0.3,0.05,0.6,2,2,10,4,0,26,1,20,0,4
63,0.3,0.05,0.6,2,2,10,5,0,21,1,23,0,6
63,0.3,0.05,0.6,2,2,10,6,0,16,1,28,1,5
63,0.3,0.05,0.6,2,2,10,7,0,14,1,28,1,7
63,0.3,0.05,0.6,2,2,10,8,0,13,1,29,1,7
63,0.3,0.05,0.6,2,2,10,9,0,11,1,31,2,6
63,0.3,0.05,0.6,2,2,10,10,0,7,1,33,2,8
